1st_day,click_activity_evolution,click_stuVLE_evolution,date,id_student,last_day,max_nb_ressources,mean_assignments,mean_click_active_day,mean_click_active_day_10,mean_click_day,mean_click_day_10,mean_nb_ressources,min_nb_ressources,nb_active_days,nb_total_click,nb_total_click_last10D,perc_active_days,perc_assignements_late,perc_not_returned_ass,perc_ressources_last10D,perc_ressources_total,ressources_activity_evolution,ressources_stuVLE_evolution,std_assignments,std_nb_ressources,validation,final_result,_id,code_presentation_2013B,code_presentation_2013J,code_presentation_2014B,code_presentation_2014J,code_module_AAA,code_module_BBB,code_module_CCC,code_module_DDD,code_module_EEE,code_module_FFF,code_module_GGG,highest_education,imd_band,age_band,num_of_prev_attempts,studied_credits,disability,date_registration,gender_M,region_East Anglian Region,region_East Midlands Region,region_Ireland,region_London Region,region_North Region,region_North Western Region,region_Scotland,region_South East Region,region_South Region,region_South West Region,region_Wales,region_West Midlands Region,region_Yorkshire Region
-10.0,1.503875968992248,0.0,79.8507462686567,291334,214.0,21,85.0,25.093264248704664,20.2,22.63084112149533,19.4,6.829015544041451,1,224,4843,194,1.0467289719626167,0.25,0.0,9.134615384615383,46.634615384615394,19.0,0.0,0.8164965809277259,3.8224647868400496,1,Distinction,124,0,1,0,0,1,0,0,0,0,0,0,2,95,45,0,60,0,-132.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
-7.0,0.5227272727272727,0.0,79.8507462686567,294570,214.0,13,79.42857142857143,15.97,6.6,7.462616822429907,2.3,3.18,1,221,1597,23,1.0327102803738315,0.0,0.0,3.3653846153846154,40.384615384615394,1.1666666666666667,0.0,4.725815626252608,2.280262256758192,1,Pass,127,0,1,0,0,1,0,0,0,0,0,0,3,95,60,0,60,0,-80.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
-10.0,0.0,0.0,79.8507462686567,302302,175.0,16,42.00000000000001,21.375,0.0,2.397196261682243,0.0,6.166666666666668,1,224,513,0,1.0467289719626167,0.25,0.25,0.0,20.19230769230769,0.0,0.0,29.33712096758417,3.941602704999321,0,Fail,133,0,1,0,0,1,0,0,0,0,0,0,2,45,20,0,60,0,-83.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
-8.0,0.0,0.0,79.8507462686567,305152,199.0,9,9.142857142857146,13.272727272727273,0.0,0.6822429906542056,0.0,3.6363636363636362,1,222,146,0,1.0373831775700937,0.0,0.75,0.0,8.173076923076923,0.0,0.0,32.0,2.73030134866931,0,Fail,134,0,1,0,0,1,0,0,0,0,0,0,2,75,20,0,60,0,-18.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
-10.0,8.727272727272727,0.0,79.8507462686567,306897,214.0,29,63.42857142857143,15.975308641975307,11.1,12.093457943925236,9.6,4.450617283950617,1,224,2588,96,1.0467289719626167,0.25,0.0,5.288461538461538,39.42307692307692,11.0,0.0,17.01959654829299,3.5422077355003503,1,Pass,139,0,1,0,0,1,0,0,0,0,0,0,2,15,20,0,60,0,-123.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
-10.0,7.0,0.0,79.8507462686567,312782,207.0,8,59.57142857142858,6.8,3.8,1.2710280373831775,2.8,2.25,1,224,272,28,1.0467289719626167,0.0,0.0,2.8846153846153846,14.423076923076925,6.0,0.0,17.651723239767087,2.1572774865200244,1,Pass,144,0,1,0,0,1,0,0,0,0,0,0,2,95,20,0,60,0,-59.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
-10.0,3.9565217391304346,0.0,79.8507462686567,319047,214.0,18,78.42857142857143,29.30851063829787,44.6,25.74766355140187,45.5,6.590425531914892,1,224,5510,455,1.0467289719626167,0.25,0.0,11.057692307692307,48.07692307692307,23.0,0.0,2.7537852736430506,3.3950756774168407,1,Pass,146,0,1,0,0,1,0,0,0,0,0,0,2,55,20,0,60,0,-47.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
-10.0,2.7014925373134333,0.0,79.8507462686567,321942,214.0,22,80.28571428571429,46.15228426395939,36.2,42.48598130841121,36.2,7.7614213197969555,2,224,9092,362,1.0467289719626167,0.0,0.0,9.134615384615383,49.03846153846153,4.75,0.0,1.0,3.3879941103833304,1,Pass,147,0,1,0,0,1,0,0,0,0,0,0,3,95,60,0,60,0,-67.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
-10.0,4.75,0.0,79.8507462686567,324282,213.0,10,61.42857142857143,4.0,3.0,0.5794392523364486,1.9,2.032258064516129,1,224,124,19,1.0467289719626167,0.0,0.0,3.3653846153846154,11.057692307692307,7.0,0.0,15.176736583776279,2.1367244552935367,1,Pass,150,0,1,0,0,1,0,0,0,0,0,0,2,95,20,0,120,0,-32.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
-6.0,2.208333333333333,0.0,79.8507462686567,345357,214.0,11,78.14285714285717,16.589285714285715,8.3,8.682242990654206,5.3,4.901785714285714,1,220,1858,53,1.02803738317757,0.0,0.0,4.326923076923077,34.134615384615394,2.25,0.0,6.601767440112788,2.609614314910705,1,Distinction,167,0,1,0,0,1,0,0,0,0,0,0,2,35,20,0,60,0,-18.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
-9.0,0.42857142857142855,0.0,79.8507462686567,346025,214.0,9,81.28571428571429,5.604395604395603,2.0,2.383177570093458,0.3,2.2857142857142856,1,223,510,3,1.0420560747663552,0.0,0.0,0.4807692307692308,14.423076923076925,0.3333333333333333,0.0,4.716990566028302,1.701539918790651,1,Pass,168,0,1,0,0,1,0,0,0,0,0,0,2,55,20,0,120,0,-75.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
-10.0,7.363636363636362,0.0,79.8507462686567,350188,211.0,9,74.42857142857143,10.0,9.7,2.9906542056074765,8.1,3.734375,1,224,640,81,1.0467289719626167,0.0,0.0,3.8461538461538463,22.59615384615385,2.6666666666666665,0.0,1.7320508075688772,2.033389441068193,1,Pass,170,0,1,0,0,1,0,0,0,0,0,0,3,85,45,0,60,0,-49.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
-9.0,7.142857142857142,0.0,79.8507462686567,364177,212.0,9,69.71428571428571,13.031746031746032,11.6,3.836448598130841,5.0,3.65079365079365,1,223,821,50,1.0420560747663552,0.0,0.0,3.8461538461538463,22.59615384615385,4.0,0.0,5.354126134736337,1.6378460497066514,1,Fail,173,0,1,0,0,1,0,0,0,0,0,0,1,75,45,0,60,0,-129.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
-10.0,2.6,0.0,79.8507462686567,365642,214.0,18,69.71428571428571,15.268907563025213,7.8,8.490654205607477,5.2,4.630252100840337,1,224,1817,52,1.0467289719626167,0.0,0.0,7.211538461538463,39.903846153846146,15.0,0.0,5.802298395176402,3.1619173174432063,1,Pass,175,0,1,0,0,1,0,0,0,0,0,0,1,15,45,0,60,0,-52.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
-10.0,2.27536231884058,0.0,79.8507462686567,376439,214.0,21,86.57142857142857,14.961538461538465,15.0,9.088785046728972,15.7,4.015384615384615,1,224,1945,157,1.0467289719626167,0.25,0.0,7.6923076923076925,26.92307692307693,16.0,0.0,7.14142842854285,2.6733963979433844,1,Distinction,180,0,1,0,0,1,0,0,0,0,0,0,3,47,20,0,60,0,-87.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
-10.0,2.4285714285714284,0.0,79.8507462686567,386952,212.0,14,66.14285714285714,8.822916666666666,5.9,3.957943925233645,3.4,3.177083333333333,1,224,847,34,1.0467289719626167,0.5,0.0,2.8846153846153846,27.40384615384616,6.0,0.0,3.593976442141304,2.2710757556099472,1,Pass,185,0,1,0,0,1,0,0,0,0,0,0,2,75,20,0,120,0,-38.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
-9.0,0.15789473684210525,0.0,75.0,390890,195.0,10,49.0,12.78,11.7,3.1791044776119404,0.3,3.92,1,210,639,3,1.044776119402985,0.5,0.25,1.4423076923076923,19.71153846153846,0.75,0.0,36.60942501597096,2.3546740317756023,0,Withdrawn,188,0,1,0,0,1,0,0,0,0,0,0,2,5,20,0,90,0,-31.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
-10.0,31.0,0.0,79.8507462686567,401869,209.0,10,63.57142857142858,11.302631578947368,7.8,4.014018691588785,3.1,3.394736842105264,1,224,859,31,1.0467289719626167,0.5,0.0,4.326923076923077,26.92307692307693,9.0,0.0,5.5677643628300215,2.4984205537014543,1,Pass,194,0,1,0,0,1,0,0,0,0,0,0,1,85,20,0,60,0,-53.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
-10.0,0.0,0.0,79.8507462686567,404804,196.0,16,46.57142857142858,19.72,0.0,2.303738317757009,0.0,5.64,1,224,493,0,1.0467289719626167,0.0,0.0,0.0,18.75,0.0,0.0,5.852349955359813,3.706750598570128,0,Pass,196,0,1,0,0,1,0,0,0,0,0,0,1,25,45,0,120,0,-129.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
-10.0,0.7647058823529411,0.0,79.8507462686567,414117,213.0,14,75.57142857142857,7.035294117647059,3.9,2.794392523364486,1.3,2.7176470588235295,1,224,598,13,1.0467289719626167,0.25,0.0,2.8846153846153846,23.55769230769231,1.5,0.0,6.13052471924984,2.719470207096031,1,Pass,199,0,1,0,0,1,0,0,0,0,0,0,2,55,20,0,120,0,-73.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
-10.0,0.0,0.0,63.80597014925373,415969,156.0,14,41.571428571428584,27.73469387755102,0.0,7.947368421052633,0.0,5.489795918367347,1,181,1359,0,1.0584795321637428,0.75,0.25,0.0,27.884615384615394,0.0,0.0,30.45625277891772,3.819481034662912,0,Withdrawn,200,0,1,0,0,1,0,0,0,0,0,0,3,5,45,0,90,0,-60.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
-10.0,0.9411764705882352,0.0,79.8507462686567,489455,213.0,18,70.85714285714283,20.720720720720717,19.2,10.747663551401873,19.2,4.918918918918919,1,224,2300,192,1.0467289719626167,0.0,0.0,9.615384615384617,31.25,6.666666666666668,0.0,3.2015621187164243,2.942278446544862,1,Pass,208,0,1,0,0,1,0,0,0,0,0,0,2,25,20,0,60,0,-120.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
