1st_day,click_activity_evolution,click_stuVLE_evolution,date,id_student,last_day,max_nb_ressources,mean_assignments,mean_click_active_day,mean_click_active_day_10,mean_click_day,mean_click_day_10,mean_nb_ressources,min_nb_ressources,nb_active_days,nb_total_click,nb_total_click_last10D,perc_active_days,perc_assignements_late,perc_not_returned_ass,perc_ressources_last10D,perc_ressources_total,ressources_activity_evolution,ressources_stuVLE_evolution,std_assignments,std_nb_ressources,validation,final_result,_id,code_presentation_2013B,code_presentation_2013J,code_presentation_2014B,code_presentation_2014J,code_module_AAA,code_module_BBB,code_module_CCC,code_module_DDD,code_module_EEE,code_module_FFF,code_module_GGG,highest_education,imd_band,age_band,num_of_prev_attempts,studied_credits,disability,date_registration,gender_M,region_East Anglian Region,region_East Midlands Region,region_Ireland,region_London Region,region_North Region,region_North Western Region,region_Scotland,region_South East Region,region_South Region,region_South West Region,region_Wales,region_West Midlands Region,region_Yorkshire Region
-9.0,0.0,0.0,39.92537313432835,114017,82.0,12,72.66666666666666,23.04761904761905,0.0,4.5233644859813085,0.0,5.7142857142857135,1,116,484,0,1.0841121495327102,0.0,0.0,0.0,13.461538461538465,0.0,0.0,7.071067811865476,2.8485585327118903,1,Pass,34,0,1,0,0,1,0,0,0,0,0,0,5,47,45,0,60,0,-29.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
-10.0,0.5714285714285714,0.0,39.92537313432835,114999,102.0,17,77.33333333333334,13.8,7.9,7.093457943925233,2.0,4.2727272727272725,1,117,759,20,1.0934579439252337,0.0,0.0,3.3653846153846154,22.115384615384613,1.4,0.0,3.5355339059327378,3.021249100611554,1,Pass,35,0,1,0,0,1,0,0,0,0,0,0,3,65,45,0,60,0,-68.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
-10.0,1.0545454545454545,0.0,39.92537313432835,129955,107.0,14,83.0,13.084507042253525,8.1,8.682242990654206,5.8,3.7183098591549295,1,117,929,58,1.0934579439252337,0.0,0.0,4.326923076923077,24.51923076923077,1.5,0.0,2.1213203435596424,2.3614952804861904,1,Withdrawn,41,0,1,0,0,1,0,0,0,0,0,0,2,55,20,0,60,0,-197.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
-10.0,0.3381294964028777,0.0,39.92537313432835,134143,107.0,14,84.33333333333334,23.28813559322034,23.6,12.841121495327105,4.7,3.694915254237288,1,117,1374,47,1.0934579439252337,0.0,0.0,2.8846153846153846,25.961538461538463,0.4615384615384616,0.0,2.8284271247461903,2.358069324886399,1,Distinction,43,0,1,0,0,1,0,0,0,0,0,0,2,95,45,0,60,0,-96.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
-10.0,0.275,0.0,10.820895522388058,135335,24.0,4,0.0,5.7,5.7,1.9655172413793105,1.1,2.5,1,39,57,11,1.3448275862068966,0.0,1.0,2.403846153846154,3.8461538461538463,1.25,0.0,0.0,1.2692955176439846,0,Withdrawn,44,0,1,0,0,1,0,0,0,0,0,0,1,25,20,0,180,0,-29.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
-10.0,0.9030612244897959,0.0,39.92537313432835,137873,107.0,15,78.0,30.105263157894736,17.7,26.72897196261682,17.7,5.63157894736842,1,117,2860,177,1.0934579439252337,0.0,0.0,5.769230769230767,26.92307692307693,1.2,0.0,6.363961030678928,2.899202500684905,1,Pass,46,0,1,0,0,1,0,0,0,0,0,0,2,45,45,0,60,0,-195.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
-10.0,58.0,0.0,39.92537313432835,146188,106.0,11,52.66666666666667,19.11764705882353,19.6,3.0373831775700935,5.8,5.9411764705882355,1,117,325,58,1.0934579439252337,0.5,0.0,3.8461538461538463,16.826923076923073,8.0,0.0,0.7071067811865476,2.7944272274317266,1,Fail,52,0,1,0,0,1,0,0,0,0,0,0,2,25,20,0,60,1,-132.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
-9.0,10.25,0.0,21.26865671641791,147793,53.0,9,17.333333333333336,19.25,19.25,2.7017543859649122,4.1,4.375,1,66,154,41,1.1578947368421053,0.5,0.5,4.326923076923077,8.173076923076923,9.0,0.0,36.76955262170047,3.1594529363709247,0,Withdrawn,54,0,1,0,0,1,0,0,0,0,0,0,1,85,20,0,90,0,-138.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
-10.0,1.5555555555555556,0.0,39.92537313432835,155550,107.0,14,69.0,18.05,12.3,6.747663551401869,8.4,4.55,1,117,722,84,1.0934579439252337,0.0,0.0,4.326923076923077,17.307692307692307,1.5,0.0,6.363961030678928,2.9172343769838602,1,Pass,57,0,1,0,0,1,0,0,0,0,0,0,2,5,45,0,420,0,-16.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
-10.0,0.10144927536231883,0.0,39.92537313432835,155984,107.0,15,78.33333333333334,22.4,14.4,7.327102803738318,0.7,5.114285714285714,1,117,784,7,1.0934579439252337,0.5,0.0,0.9615384615384616,18.75,0.2222222222222222,0.0,7.071067811865476,3.644265669364345,1,Withdrawn,59,0,1,0,0,1,0,0,0,0,0,0,1,75,20,0,60,0,-64.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
-10.0,0.5,0.0,39.92537313432835,175932,97.0,12,74.0,25.32758620689655,10.5,13.728971962616825,0.1,4.310344827586206,1,117,1469,1,1.0934579439252337,0.5,0.0,0.4807692307692308,19.230769230769234,1.0,0.0,2.1213203435596424,2.87888195008351,1,Pass,69,0,1,0,0,1,0,0,0,0,0,0,3,75,45,0,60,0,-92.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
-7.0,0.0,0.0,39.92537313432835,175991,53.0,11,35.666666666666664,12.625,0.0,0.9439252336448598,0.0,3.0,1,114,101,0,1.0654205607476634,0.5,0.0,0.0,5.769230769230767,0.0,0.0,16.263455967290593,3.3806170189140663,0,Fail,70,0,1,0,0,1,0,0,0,0,0,0,2,85,20,0,180,0,-57.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
-10.0,1.625,0.0,39.92537313432835,184271,107.0,14,63.0,10.773333333333332,8.3,7.5514018691588785,5.2,3.293333333333333,1,117,808,52,1.0934579439252337,0.0,0.0,4.326923076923077,28.84615384615385,1.2857142857142858,0.0,2.1213203435596424,2.246759428138208,1,Pass,75,0,1,0,0,1,0,0,0,0,0,0,3,85,45,0,170,0,-74.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
-10.0,0.25,0.0,39.92537313432835,200860,107.0,16,61.66666666666667,8.04761904761905,2.9,3.1588785046728973,0.3,3.4285714285714284,1,117,338,3,1.0934579439252337,0.0,0.0,0.9615384615384616,16.346153846153847,2.0,0.0,7.7781745930520225,2.9807746344872816,1,Pass,83,0,1,0,0,1,0,0,0,0,0,0,1,55,45,0,60,0,-54.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
-10.0,1.2222222222222223,0.0,39.92537313432835,205350,107.0,29,64.33333333333334,17.866666666666667,6.3,10.018691588785046,5.5,4.916666666666667,1,117,1072,55,1.0934579439252337,0.0,0.0,4.326923076923077,35.096153846153854,1.5,0.0,11.31370849898476,4.203677432296901,1,Pass,85,0,1,0,0,1,0,0,0,0,0,0,3,85,45,0,60,0,-68.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
-10.0,1.1153846153846154,0.0,39.92537313432835,227517,107.0,14,65.66666666666667,21.714285714285715,16.5,8.523364485981308,2.9,5.238095238095238,1,117,912,29,1.0934579439252337,0.0,0.0,3.3653846153846154,22.115384615384613,1.0,0.0,2.8284271247461903,3.74693060601851,1,Fail,88,0,1,0,0,1,0,0,0,0,0,0,3,47,20,0,180,0,-172.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
-6.0,0.5,0.0,39.92537313432835,229179,104.0,11,66.66666666666667,15.291666666666664,13.4,3.4299065420560746,0.1,3.583333333333333,1,113,367,1,1.0560747663551402,0.0,0.0,0.4807692307692308,14.423076923076925,1.0,0.0,2.8284271247461903,2.93282274871195,1,Pass,91,0,1,0,0,1,0,0,0,0,0,0,2,25,20,0,60,0,-165.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
-10.0,1.9,0.0,39.92537313432835,229361,106.0,9,77.66666666666666,9.416666666666666,6.7,4.224299065420561,1.9,2.895833333333333,1,117,452,19,1.0934579439252337,0.0,0.0,3.3653846153846154,14.423076923076925,3.5,0.0,3.5355339059327378,1.6533600003568918,1,Pass,92,0,1,0,0,1,0,0,0,0,0,0,2,55,20,0,60,0,-58.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
16.0,1.5,0.0,39.92537313432835,236284,106.0,16,84.33333333333334,12.8125,5.1,1.9158878504672896,0.9,4.3125,1,107,205,9,1.0,0.5,0.0,2.403846153846154,11.057692307692307,5.0,0.0,0.7071067811865476,3.682729965664058,1,Pass,95,0,1,0,0,1,0,0,0,0,0,0,5,95,20,0,60,0,2.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
-10.0,1.4366197183098592,0.0,39.92537313432835,238007,107.0,14,76.33333333333333,12.186666666666667,11.0,8.542056074766355,10.2,4.12,1,117,914,102,1.0934579439252337,0.0,0.0,8.173076923076923,32.69230769230769,1.2142857142857142,0.0,7.071067811865476,2.981746268683976,1,Pass,96,0,1,0,0,1,0,0,0,0,0,0,3,95,60,0,60,0,-151.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
-10.0,1.3,0.0,39.92537313432835,241649,106.0,15,72.33333333333333,17.10144927536232,15.7,11.02803738317757,7.8,4.2898550724637685,1,117,1180,78,1.0934579439252337,0.0,0.0,4.807692307692308,26.44230769230769,1.25,0.0,13.435028842544405,2.6684510227920732,1,Pass,99,0,1,0,0,1,0,0,0,0,0,0,3,95,45,0,60,0,-50.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
-10.0,3.5161290322580645,0.0,39.92537313432835,241729,106.0,13,53.66666666666667,15.291666666666664,14.7,6.859813084112147,10.9,4.625,1,117,734,109,1.0934579439252337,0.5,0.0,8.173076923076923,24.038461538461537,17.0,0.0,2.8284271247461903,3.3683445015097644,1,Fail,100,0,1,0,0,1,0,0,0,0,0,0,3,65,45,0,60,0,-31.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
-10.0,0.0,0.0,39.92537313432835,242793,92.0,26,72.00000000000001,14.0,0.0,2.355140186915888,0.0,5.333333333333333,1,117,252,0,1.0934579439252337,0.0,0.0,0.0,24.038461538461537,0.0,0.0,6.363961030678928,5.950778495783753,1,Pass,101,0,1,0,0,1,0,0,0,0,0,0,3,25,45,0,60,0,-36.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
-10.0,4.0,0.0,39.92537313432835,246834,107.0,12,57.33333333333334,18.13793103448276,11.3,4.91588785046729,0.4,4.620689655172415,1,117,526,4,1.0934579439252337,0.0,0.0,1.4423076923076923,14.423076923076925,3.0,0.0,2.8284271247461903,3.2777800970370197,1,Pass,102,0,1,0,0,1,0,0,0,0,0,0,2,95,45,0,60,0,-16.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
-10.0,0.3274336283185841,0.0,39.92537313432835,248270,106.0,12,78.33333333333334,13.135416666666664,6.8,11.785046728971965,3.7,3.5729166666666665,1,117,1261,37,1.0934579439252337,0.5,0.0,2.8846153846153846,21.634615384615387,0.75,0.0,1.4142135623730951,2.3474276701672108,1,Pass,103,0,1,0,0,1,0,0,0,0,0,0,1,25,20,0,90,0,-198.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
-10.0,10.0,0.0,39.92537313432835,279572,103.0,17,81.0,22.296296296296298,22.5,5.6261682242990645,8.0,5.074074074074074,2,117,602,80,1.0934579439252337,0.0,0.0,4.326923076923077,18.269230769230766,4.5,0.0,2.1213203435596424,3.9703315684628615,1,Distinction,115,0,1,0,0,1,0,0,0,0,0,0,1,45,20,0,60,0,-138.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
-10.0,27.5,0.0,39.92537313432835,282821,107.0,14,55.66666666666666,27.680851063829788,9.8,12.158878504672895,5.5,5.25531914893617,1,117,1301,55,1.0934579439252337,0.5,0.0,3.3653846153846154,21.15384615384616,7.0,0.0,5.656854249492381,2.9742963004526324,1,Pass,119,0,1,0,0,1,0,0,0,0,0,0,2,35,45,0,60,0,-107.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
-10.0,30.0,0.0,39.92537313432835,287548,106.0,12,69.66666666666667,13.214285714285715,8.1,3.457943925233645,6.0,3.0357142857142856,1,117,370,60,1.0934579439252337,0.5,0.0,4.326923076923077,17.78846153846154,9.0,0.0,0.7071067811865476,2.252276919641837,1,Pass,121,0,1,0,0,1,0,0,0,0,0,0,2,95,20,0,120,0,-52.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
-9.0,0.0,0.0,39.92537313432835,290757,93.0,12,74.33333333333334,14.461538461538465,0.0,1.7570093457943925,0.0,4.230769230769232,1,116,188,0,1.0841121495327102,0.0,0.0,0.0,9.134615384615383,0.0,0.0,0.7071067811865476,3.03188187307944,1,Pass,123,0,1,0,0,1,0,0,0,0,0,0,2,35,20,0,60,0,-141.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
-10.0,1.3876404494382022,0.0,39.92537313432835,291334,107.0,21,84.33333333333334,30.060606060606066,24.7,27.81308411214953,24.7,7.313131313131312,2,117,2976,247,1.0934579439252337,0.5,0.0,9.615384615384617,34.615384615384606,3.333333333333333,0.0,0.7071067811865476,4.082432409794446,1,Distinction,124,0,1,0,0,1,0,0,0,0,0,0,2,95,45,0,60,0,-132.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
-7.0,2.519230769230769,0.0,39.92537313432835,294570,104.0,13,78.66666666666666,19.618181818181817,16.4,10.08411214953271,13.1,3.581818181818182,1,114,1079,131,1.0654205607476634,0.0,0.0,6.25,26.92307692307693,3.25,0.0,7.071067811865476,2.8000721491425966,1,Pass,127,0,1,0,0,1,0,0,0,0,0,0,3,95,60,0,60,0,-80.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
-10.0,3.4285714285714284,0.0,39.92537313432835,302302,106.0,16,58.66666666666667,24.45,32.9,4.5700934579439245,9.6,6.7,2,117,489,96,1.0934579439252337,0.5,0.0,7.6923076923076925,19.71153846153846,2.6666666666666665,0.0,0.7071067811865476,4.0405835951597,1,Fail,133,0,1,0,0,1,0,0,0,0,0,0,2,45,20,0,60,0,-83.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
-8.0,0.0,0.0,39.92537313432835,305152,53.0,9,21.333333333333336,14.111111111111107,0.0,1.1869158878504673,0.0,3.333333333333333,1,115,127,0,1.074766355140187,0.0,0.5,0.0,6.25,0.0,0.0,45.254833995939045,2.9580398915498085,0,Fail,134,0,1,0,0,1,0,0,0,0,0,0,2,75,20,0,60,0,-18.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
-10.0,0.34415584415584416,0.0,39.92537313432835,306897,106.0,29,72.66666666666667,19.923076923076927,7.7,19.364485981308405,5.3,4.759615384615385,1,117,2072,53,1.0934579439252337,0.0,0.0,3.3653846153846154,29.32692307692308,1.1666666666666667,0.0,0.7071067811865476,4.141889237120732,1,Pass,139,0,1,0,0,1,0,0,0,0,0,0,2,15,20,0,60,0,-123.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
-10.0,2.1,0.0,39.92537313432835,312782,100.0,8,65.66666666666669,9.208333333333334,4.2,2.0654205607476634,2.1,2.7916666666666665,1,117,221,21,1.0934579439252337,0.0,0.0,3.8461538461538463,12.5,4.0,0.0,24.748737341529164,2.4668086523960944,1,Pass,144,0,1,0,0,1,0,0,0,0,0,0,2,95,20,0,60,0,-59.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
-10.0,0.5796460176991151,0.0,39.92537313432835,319047,106.0,17,75.66666666666667,25.11627906976744,18.2,20.186915887850468,13.1,6.267441860465118,1,117,2160,131,1.0934579439252337,0.5,0.0,9.615384615384617,29.80769230769231,2.5,0.0,1.4142135623730951,3.3410967505566234,1,Pass,146,0,1,0,0,1,0,0,0,0,0,0,2,55,20,0,60,0,-47.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
-10.0,0.7939393939393941,0.0,39.92537313432835,321942,107.0,22,80.66666666666667,55.23584905660378,39.3,54.719626168224295,39.3,8.424528301886793,2,117,5855,393,1.0934579439252337,0.0,0.0,13.942307692307693,35.57692307692308,9.666666666666666,0.0,1.4142135623730951,3.6146477486486037,1,Pass,147,0,1,0,0,1,0,0,0,0,0,0,3,95,60,0,60,0,-67.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
-10.0,6.0,0.0,39.92537313432835,324282,104.0,10,51.33333333333333,4.684210526315789,2.3,0.8317757009345794,1.2,2.263157894736842,1,117,89,12,1.0934579439252337,0.0,0.0,2.8846153846153846,9.615384615384617,6.0,0.0,14.142135623730953,2.556953596744852,1,Pass,150,0,1,0,0,1,0,0,0,0,0,0,2,95,20,0,120,0,-32.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
-6.0,0.8876404494382022,0.0,39.92537313432835,345357,106.0,11,71.66666666666667,17.70967741935484,16.7,10.261682242990656,7.9,5.112903225806452,1,113,1098,79,1.0560747663551402,0.0,0.0,6.730769230769233,22.115384615384613,2.8,0.0,3.5355339059327378,2.7347481000649947,1,Distinction,167,0,1,0,0,1,0,0,0,0,0,0,2,35,20,0,60,0,-18.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
-9.0,7.5,0.0,39.92537313432835,346025,107.0,9,78.33333333333334,6.340425531914892,2.2,2.7850467289719627,1.5,2.5531914893617023,1,116,298,15,1.0841121495327102,0.0,0.0,3.3653846153846154,10.096153846153848,7.0,0.0,7.071067811865476,1.9979175097030824,1,Pass,168,0,1,0,0,1,0,0,0,0,0,0,2,55,20,0,120,0,-75.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
-10.0,2.9,0.0,39.92537313432835,350188,107.0,9,75.0,10.594594594594595,9.0,3.663551401869159,5.8,4.081081081081081,1,117,392,58,1.0934579439252337,0.0,0.0,3.8461538461538463,18.269230769230766,1.6,0.0,0.0,2.139293476028144,1,Pass,170,0,1,0,0,1,0,0,0,0,0,0,3,85,45,0,60,0,-49.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
-9.0,12.0,0.0,39.92537313432835,364177,106.0,8,64.66666666666667,11.818181818181818,10.7,3.644859813084112,1.2,3.575757575757576,2,116,390,12,1.0841121495327102,0.0,0.0,3.3653846153846154,15.865384615384615,7.0,0.0,0.7071067811865476,1.561855927860806,1,Fail,173,0,1,0,0,1,0,0,0,0,0,0,1,75,45,0,60,0,-129.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
-10.0,1.181818181818182,0.0,39.92537313432835,365642,107.0,15,64.66666666666667,17.333333333333332,16.7,11.177570093457945,9.1,4.579710144927536,1,117,1196,91,1.0934579439252337,0.0,0.0,5.288461538461538,25.48076923076923,1.8333333333333333,0.0,3.5355339059327378,3.036085894998252,1,Pass,175,0,1,0,0,1,0,0,0,0,0,0,1,15,45,0,60,0,-52.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
-10.0,4.25,0.0,39.92537313432835,376439,102.0,21,80.0,18.323076923076922,6.1,11.130841121495328,1.7,4.323076923076924,1,117,1191,17,1.0934579439252337,0.0,0.0,2.8846153846153846,18.75,6.0,0.0,6.363961030678928,3.255321087790785,1,Distinction,180,0,1,0,0,1,0,0,0,0,0,0,3,47,20,0,60,0,-87.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
-10.0,4.0,0.0,39.92537313432835,386952,105.0,14,64.33333333333334,10.641509433962264,4.8,5.271028037383178,1.2,3.4905660377358485,1,117,564,12,1.0934579439252337,0.5,0.0,1.9230769230769231,17.78846153846154,4.0,0.0,2.8284271247461903,2.5239060197473053,1,Pass,185,0,1,0,0,1,0,0,0,0,0,0,2,75,20,0,120,0,-38.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
-9.0,0.4117647058823529,0.0,39.92537313432835,390890,104.0,7,78.33333333333334,11.837837837837839,5.7,4.093457943925234,0.7,3.810810810810811,1,116,438,7,1.0841121495327102,0.5,0.0,0.9615384615384616,13.461538461538465,1.0,0.0,3.5355339059327378,2.119195835922436,1,Withdrawn,188,0,1,0,0,1,0,0,0,0,0,0,2,5,20,0,90,0,-31.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
-10.0,1.5263157894736843,0.0,39.92537313432835,401869,105.0,10,59.66666666666666,13.294117647058822,4.7,6.3364485981308425,2.9,3.8235294117647056,1,117,678,29,1.0934579439252337,0.0,0.0,3.8461538461538463,20.673076923076927,4.0,0.0,4.949747468305833,2.740115927131124,1,Pass,194,0,1,0,0,1,0,0,0,0,0,0,1,85,20,0,60,0,-53.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
-10.0,0.0,0.0,39.92537313432835,404804,93.0,16,47.33333333333334,23.157894736842106,0.0,4.11214953271028,0.0,6.2631578947368425,1,117,440,0,1.0934579439252337,0.0,0.0,0.0,16.826923076923073,0.0,0.0,4.949747468305833,3.7094789281149256,0,Pass,196,0,1,0,0,1,0,0,0,0,0,0,1,25,45,0,120,0,-129.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
-10.0,2.75,0.0,39.92537313432835,414117,107.0,14,75.0,6.96078431372549,1.8,3.3177570093457938,1.1,2.764705882352941,1,117,355,11,1.0934579439252337,0.0,0.0,2.403846153846154,15.865384615384615,5.0,0.0,6.363961030678928,3.0370264094611854,1,Pass,199,0,1,0,0,1,0,0,0,0,0,0,2,55,20,0,120,0,-73.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
-10.0,0.9591836734693876,0.0,39.92537313432835,415969,107.0,14,57.00000000000001,30.268292682926827,22.1,11.598130841121495,4.7,5.560975609756096,1,117,1241,47,1.0934579439252337,1.0,0.0,2.403846153846154,24.51923076923077,1.25,0.0,10.606601717798213,4.068468879614327,1,Withdrawn,200,0,1,0,0,1,0,0,0,0,0,0,3,5,45,0,90,0,-60.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
-10.0,0.7419354838709677,0.0,39.92537313432835,489455,104.0,18,70.0,24.55769230769231,10.7,11.934579439252335,4.6,4.788461538461538,1,117,1277,46,1.0934579439252337,0.0,0.0,2.403846153846154,22.115384615384613,1.6666666666666667,0.0,4.242640687119285,3.2620007000488447,1,Pass,208,0,1,0,0,1,0,0,0,0,0,0,2,25,20,0,60,0,-120.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
