1st_day,click_activity_evolution,click_stuVLE_evolution,date,id_student,last_day,max_nb_ressources,mean_assignments,mean_click_active_day,mean_click_active_day_10,mean_click_day,mean_click_day_10,mean_nb_ressources,min_nb_ressources,nb_active_days,nb_total_click,nb_total_click_last10D,perc_active_days,perc_assignements_late,perc_not_returned_ass,perc_ressources_last10D,perc_ressources_total,ressources_activity_evolution,ressources_stuVLE_evolution,std_assignments,std_nb_ressources,validation,final_result,_id,code_presentation_2013B,code_presentation_2013J,code_presentation_2014B,code_presentation_2014J,code_module_AAA,code_module_BBB,code_module_CCC,code_module_DDD,code_module_EEE,code_module_FFF,code_module_GGG,highest_education_x,imd_band_x,age_band_x,num_of_prev_attempts_x,studied_credits_x,disability_x,date_registration_x,gender_M_x,region_East Anglian Region_x,region_East Midlands Region_x,region_Ireland_x,region_London Region_x,region_North Region_x,region_North Western Region_x,region_Scotland_x,region_South East Region_x,region_South Region_x,region_South West Region_x,region_Wales_x,region_West Midlands Region_x,region_Yorkshire Region_x,highest_education_y,imd_band_y,age_band_y,num_of_prev_attempts_y,studied_credits_y,disability_y,date_registration_y,gender_M_y,region_East Anglian Region_y,region_East Midlands Region_y,region_Ireland_y,region_London Region_y,region_North Region_y,region_North Western Region_y,region_Scotland_y,region_South East Region_y,region_South Region_y,region_South West Region_y,region_Wales_y,region_West Midlands Region_y,region_Yorkshire Region_y
-9.0,44.0,0.0,59.70149253731344,114017,160.0,12,73.19999999999997,20.0,10.7,3.5,4.4,5.214285714285714,1,169,560,44,1.05625,0.0,0.0,3.3653846153846154,15.865384615384615,7.0,0.0,5.291502622129181,2.726511036812877,1,Pass,34,0,1,0,0,1,0,0,0,0,0,0,5,47,45,0,60,0,-29.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5,47,45,0,60,0,-29.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
-10.0,1.4444444444444444,0.0,59.70149253731344,114999,157.0,17,77.2,11.876543209876544,7.9,6.0125,3.9,3.8024691358024687,1,170,962,39,1.0625,0.3333333333333333,0.0,3.8461538461538463,28.84615384615385,2.6666666666666665,0.0,2.516611478423583,2.7405280197729214,1,Pass,35,0,1,0,0,1,0,0,0,0,0,0,3,65,45,0,60,0,-68.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,3,65,45,0,60,0,-68.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
-10.0,0.44680851063829785,0.0,50.0,129955,132.0,14,80.19999999999997,12.317073170731707,7.6,7.537313432835821,2.1,3.5731707317073167,1,144,1010,21,1.0746268656716418,0.3333333333333333,0.0,2.403846153846154,24.51923076923077,1.25,0.0,4.58257569495584,2.282680294854166,1,Withdrawn,41,0,1,0,0,1,0,0,0,0,0,0,2,55,20,0,60,0,-197.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,2,55,20,0,60,0,-197.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
-10.0,0.2325581395348837,0.0,59.70149253731344,134143,153.0,14,84.6,20.344827586206893,11.9,11.0625,2.0,3.471264367816092,1,170,1770,20,1.0625,0.0,0.0,0.9615384615384616,31.73076923076923,0.2857142857142857,0.0,2.0,2.1879111863897807,1,Distinction,43,0,1,0,0,1,0,0,0,0,0,0,2,95,45,0,60,0,-96.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,95,45,0,60,0,-96.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
-10.0,0.275,0.0,10.820895522388058,135335,24.0,4,0.0,5.7,5.7,1.9655172413793105,1.1,2.5,1,39,57,11,1.3448275862068966,0.0,1.0,2.403846153846154,3.8461538461538463,1.25,0.0,0.0,1.2692955176439846,0,Withdrawn,44,0,1,0,0,1,0,0,0,0,0,0,1,25,20,0,180,0,-29.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,25,20,0,180,0,-29.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
-10.0,0.2795031055900621,0.0,59.70149253731344,137873,159.0,15,80.0,28.17857142857143,12.2,24.65625,9.0,5.45,1,170,3945,90,1.0625,0.0,0.0,4.326923076923077,35.096153846153854,0.75,0.0,5.859465277082316,2.7649528076943715,1,Pass,46,0,1,0,0,1,0,0,0,0,0,0,2,45,45,0,60,0,-195.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,2,45,45,0,60,0,-195.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
-10.0,0.0,0.0,59.70149253731344,146188,117.0,11,56.40000000000001,20.772727272727273,0.0,2.85625,0.0,5.8181818181818175,1,170,457,0,1.0625,0.3333333333333333,0.0,0.0,19.71153846153846,0.0,0.0,5.507570547286101,2.788349292124603,1,Fail,52,0,1,0,0,1,0,0,0,0,0,0,2,25,20,0,60,1,-132.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,25,20,0,60,1,-132.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
-9.0,10.25,0.0,21.26865671641791,147793,53.0,9,17.333333333333336,19.25,19.25,2.7017543859649122,4.1,4.375,1,66,154,41,1.1578947368421053,0.5,0.5,4.326923076923077,8.173076923076923,9.0,0.0,36.76955262170047,3.1594529363709247,0,Withdrawn,54,0,1,0,0,1,0,0,0,0,0,0,1,85,20,0,90,0,-138.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,85,20,0,90,0,-138.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
-10.0,2.7142857142857144,0.0,59.70149253731344,155550,159.0,14,68.6,18.607843137254907,19.4,5.93125,1.9,4.745098039215686,1,170,949,19,1.0625,0.0,0.0,2.403846153846154,24.038461538461537,2.5,0.0,4.725815626252608,3.07794176198902,1,Pass,57,0,1,0,0,1,0,0,0,0,0,0,2,5,45,0,420,0,-16.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,2,5,45,0,420,0,-16.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
-10.0,25.5,0.0,59.70149253731344,155984,158.0,15,47.0,21.325,14.4,5.33125,5.1,5.025,1,170,853,51,1.0625,0.3333333333333333,0.3333333333333333,3.8461538461538463,20.19230769230769,8.0,0.0,46.45786621588786,3.548112535433813,0,Withdrawn,59,0,1,0,0,1,0,0,0,0,0,0,1,75,20,0,60,0,-64.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,75,20,0,60,0,-64.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
-10.0,0.4765100671140939,0.0,59.70149253731344,175932,160.0,12,75.6,24.301369863013697,28.6,11.0875,7.1,4.369863013698629,1,170,1774,71,1.0625,0.6666666666666666,0.0,3.3653846153846154,25.48076923076923,0.5,0.0,2.516611478423584,2.8407102462582032,1,Pass,69,0,1,0,0,1,0,0,0,0,0,0,3,75,45,0,60,0,-92.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,3,75,45,0,60,0,-92.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
-7.0,3.0,0.0,59.70149253731344,175991,160.0,11,38.2,9.583333333333334,11.2,0.71875,0.3,3.0,1,167,115,3,1.04375,0.3333333333333333,0.0,1.4423076923076923,7.211538461538463,3.0,0.0,11.590225767142474,2.796101181678127,0,Fail,70,0,1,0,0,1,0,0,0,0,0,0,2,85,20,0,180,0,-57.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,85,20,0,180,0,-57.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
-10.0,1.368421052631579,0.0,59.70149253731344,184271,158.0,14,63.8,9.80188679245283,8.9,6.49375,5.2,3.113207547169812,1,170,1039,52,1.0625,0.0,0.0,3.3653846153846154,36.53846153846153,1.4,0.0,1.7320508075688772,2.0808457745508924,1,Pass,75,0,1,0,0,1,0,0,0,0,0,0,3,85,45,0,170,0,-74.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,3,85,45,0,170,0,-74.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
-10.0,1.0,0.0,59.70149253731344,200860,159.0,16,60.6,7.2142857142857135,4.9,2.525,1.0,3.1428571428571432,1,170,404,10,1.0625,0.0,0.0,0.9615384615384616,18.269230769230766,0.6666666666666666,0.0,6.0827625302982185,2.692944123435918,1,Pass,83,0,1,0,0,1,0,0,0,0,0,0,1,55,45,0,60,0,-54.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,55,45,0,60,0,-54.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
-10.0,0.8529411764705882,0.0,59.70149253731344,205350,159.0,29,73.4,14.438202247191011,7.8,8.03125,5.8,4.191011235955056,1,170,1285,58,1.0625,0.0,0.0,4.326923076923077,42.78846153846153,1.125,0.0,14.047538337136984,3.73520233264296,1,Pass,85,0,1,0,0,1,0,0,0,0,0,0,3,85,45,0,60,0,-68.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,3,85,45,0,60,0,-68.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
-10.0,3.0,0.0,59.70149253731344,227517,153.0,14,65.8,20.634615384615387,16.1,6.70625,1.8,5.307692307692308,1,170,1073,18,1.0625,0.0,0.0,2.403846153846154,23.07692307692308,5.0,0.0,2.0816659994661326,3.5454387241364547,1,Fail,88,0,1,0,0,1,0,0,0,0,0,0,3,47,20,0,180,0,-172.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,3,47,20,0,180,0,-172.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
-6.0,1.0,0.0,59.70149253731344,229179,155.0,11,68.0,13.06060606060606,6.5,2.69375,0.3,3.272727272727273,1,166,431,3,1.0375,0.0,0.0,0.4807692307692308,17.307692307692307,1.0,0.0,3.055050463303893,2.73030134866931,1,Pass,91,0,1,0,0,1,0,0,0,0,0,0,2,25,20,0,60,0,-165.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,2,25,20,0,60,0,-165.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
-10.0,1.037037037037037,0.0,59.70149253731344,229361,160.0,9,76.6,9.25974025974026,6.1,4.45625,2.8,2.7662337662337664,1,170,713,28,1.0625,0.0,0.0,3.3653846153846154,18.75,1.4,0.0,3.2145502536643185,1.5380789786725249,1,Pass,92,0,1,0,0,1,0,0,0,0,0,0,2,55,20,0,60,0,-58.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2,55,20,0,60,0,-58.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
16.0,5.0,0.0,59.70149253731344,236284,156.0,16,83.80000000000003,10.76,7.3,1.68125,1.5,3.92,1,160,269,15,1.0,0.3333333333333333,0.0,2.8846153846153846,12.5,6.0,0.0,1.0,3.4146742157927745,1,Pass,95,0,1,0,0,1,0,0,0,0,0,0,5,95,20,0,60,0,2.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,5,95,20,0,60,0,2.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
-10.0,1.320754716981132,0.0,59.70149253731344,238007,160.0,14,73.0,11.151785714285712,8.0,7.80625,7.0,3.866071428571429,1,170,1249,70,1.0625,0.0,0.0,3.3653846153846154,37.019230769230774,1.4,0.0,7.637626158259734,2.5767342125371027,1,Pass,96,0,1,0,0,1,0,0,0,0,0,0,3,95,60,0,60,0,-151.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,3,95,60,0,60,0,-151.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
-10.0,1.631578947368421,0.0,59.70149253731344,241649,155.0,15,75.4,15.46875,11.0,9.28125,6.2,4.125,1,170,1485,62,1.0625,0.0,0.0,3.8461538461538463,31.73076923076923,1.1428571428571428,0.0,9.848857801796104,2.4548555536881764,1,Pass,99,0,1,0,0,1,0,0,0,0,0,0,3,95,45,0,60,0,-50.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3,95,45,0,60,0,-50.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
-10.0,1.4666666666666666,0.0,59.70149253731344,241729,159.0,13,57.0,14.528571428571427,16.7,6.35625,8.8,4.171428571428572,1,170,1017,88,1.0625,0.3333333333333333,0.0,4.807692307692308,28.365384615384606,5.0,0.0,5.5677643628300215,3.026316594889763,1,Fail,100,0,1,0,0,1,0,0,0,0,0,0,3,65,45,0,60,0,-31.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,65,45,0,60,0,-31.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
-10.0,15.0,0.0,59.70149253731344,242793,160.0,26,74.0,13.733333333333333,15.2,2.575,1.5,5.2,1,170,412,15,1.0625,0.0,0.0,2.8846153846153846,35.096153846153854,6.0,0.0,5.859465277082316,5.6714651758940855,1,Pass,101,0,1,0,0,1,0,0,0,0,0,0,3,25,45,0,60,0,-36.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,3,25,45,0,60,0,-36.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
-10.0,2.3529411764705883,0.0,59.70149253731344,246834,159.0,13,57.6,17.772727272727273,10.9,4.8875,4.0,4.613636363636363,1,170,782,40,1.0625,0.0,0.0,4.326923076923077,18.75,4.5,0.0,2.0,3.1638650861403828,1,Pass,102,0,1,0,0,1,0,0,0,0,0,0,2,95,45,0,60,0,-16.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,2,95,45,0,60,0,-16.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
-10.0,1.8055555555555558,0.0,59.70149253731344,248270,160.0,12,76.6,11.473684210526311,6.5,9.5375,6.5,3.37593984962406,1,170,1526,65,1.0625,0.3333333333333333,0.0,3.8461538461538463,25.48076923076923,8.0,0.0,2.516611478423584,2.1376902848472428,1,Pass,103,0,1,0,0,1,0,0,0,0,0,0,1,25,20,0,90,0,-198.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,25,20,0,90,0,-198.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
-10.0,130.0,0.0,59.70149253731344,279572,157.0,17,77.8,21.102564102564106,19.9,5.14375,13.0,4.512820512820513,1,170,823,130,1.0625,0.0,0.0,5.288461538461538,22.115384615384613,11.0,0.0,4.58257569495584,3.5159171512288214,1,Distinction,115,0,1,0,0,1,0,0,0,0,0,0,1,45,20,0,60,0,-138.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,45,20,0,60,0,-138.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
-10.0,86.0,0.0,59.70149253731344,282821,160.0,14,62.2,25.921875,21.1,10.36875,17.2,5.203125,1,170,1659,172,1.0625,0.6666666666666666,0.0,8.173076923076923,29.80769230769231,17.0,0.0,9.539392014169456,2.9823804676748162,1,Pass,119,0,1,0,0,1,0,0,0,0,0,0,2,35,45,0,60,0,-107.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,2,35,45,0,60,0,-107.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
-10.0,2.833333333333333,0.0,59.70149253731344,287548,157.0,12,65.8,11.432432432432432,7.7,2.64375,1.7,3.027027027027027,1,170,423,17,1.0625,0.3333333333333333,0.0,1.9230769230769231,22.59615384615385,2.0,0.0,5.507570547286101,2.088147590655498,1,Pass,121,0,1,0,0,1,0,0,0,0,0,0,2,95,20,0,120,0,-52.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,95,20,0,120,0,-52.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
-9.0,3.0,0.0,59.70149253731344,290757,158.0,12,75.0,13.833333333333336,11.0,1.55625,0.3,4.4444444444444455,1,169,249,3,1.05625,0.0,0.0,1.4423076923076923,12.980769230769232,3.0,0.0,1.0,2.770054622995562,1,Pass,123,0,1,0,0,1,0,0,0,0,0,0,2,35,20,0,60,0,-141.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,2,35,20,0,60,0,-141.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
-10.0,0.8963730569948186,0.0,59.70149253731344,291334,160.0,21,84.6,27.710344827586212,20.0,25.1125,17.3,7.117241379310345,2,170,4018,173,1.0625,0.3333333333333333,0.0,10.576923076923077,41.82692307692308,3.1428571428571432,0.0,0.5773502691896257,4.100310706851409,1,Distinction,124,0,1,0,0,1,0,0,0,0,0,0,2,95,45,0,60,0,-132.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,2,95,45,0,60,0,-132.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
-7.0,17.25,0.0,59.70149253731344,294570,158.0,13,78.39999999999998,18.355263157894736,16.9,8.71875,13.8,3.3684210526315788,1,167,1395,138,1.04375,0.0,0.0,3.8461538461538463,34.615384615384606,4.0,0.0,5.033222956847166,2.5237121085848018,1,Pass,127,0,1,0,0,1,0,0,0,0,0,0,3,95,60,0,60,0,-80.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,3,95,60,0,60,0,-80.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
-10.0,0.0,0.0,59.70149253731344,302302,129.0,16,58.8,22.26086956521739,0.0,3.2,0.0,6.391304347826088,2,170,512,0,1.0625,0.3333333333333333,0.0,0.0,20.19230769230769,0.0,0.0,0.5773502691896258,3.8699204881987215,1,Fail,133,0,1,0,0,1,0,0,0,0,0,0,2,45,20,0,60,0,-83.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,45,20,0,60,0,-83.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
-8.0,0.0,0.0,59.70149253731344,305152,141.0,9,12.8,13.4,0.0,0.8375,0.0,3.5,1,168,134,0,1.05,0.0,0.6666666666666666,0.0,7.211538461538463,0.0,0.0,36.95041722813605,2.838231060987733,0,Fail,134,0,1,0,0,1,0,0,0,0,0,0,2,75,20,0,60,0,-18.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,2,75,20,0,60,0,-18.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
-10.0,1.0217391304347827,0.0,59.70149253731344,306897,160.0,29,73.2,17.424242424242426,6.6,14.375,4.7,4.583333333333333,1,170,2300,47,1.0625,0.0,0.0,4.326923076923077,35.57692307692308,0.9,0.0,1.0,3.8164802670128792,1,Pass,139,0,1,0,0,1,0,0,0,0,0,0,2,15,20,0,60,0,-123.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,15,20,0,60,0,-123.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
-10.0,1.5,0.0,59.70149253731344,312782,159.0,8,63.40000000000001,8.214285714285714,4.7,1.4375,0.3,2.5714285714285716,1,170,230,3,1.0625,0.0,0.0,0.9615384615384616,12.980769230769232,2.0,0.0,18.717193521821944,2.3480263016473044,1,Pass,144,0,1,0,0,1,0,0,0,0,0,0,2,95,20,0,60,0,-59.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,2,95,20,0,60,0,-59.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
-10.0,1.58,0.0,59.70149253731344,319047,160.0,18,77.8,27.79562043795621,45.5,23.8,47.4,6.5036496350364965,1,170,3808,474,1.0625,0.3333333333333333,0.0,11.057692307692307,42.78846153846153,4.6,0.0,3.055050463303893,3.274509589665658,1,Pass,146,0,1,0,0,1,0,0,0,0,0,0,2,55,20,0,60,0,-47.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,55,20,0,60,0,-47.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
-10.0,0.9137380191693292,0.0,59.70149253731344,321942,160.0,22,80.4,49.544871794871796,37.0,48.30625,28.6,8.038461538461537,2,170,7729,286,1.0625,0.0,0.0,8.173076923076923,42.30769230769232,2.4285714285714284,0.0,1.1547005383792517,3.418893643695025,1,Pass,147,0,1,0,0,1,0,0,0,0,0,0,3,95,60,0,60,0,-67.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,3,95,60,0,60,0,-67.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
-10.0,0.0,0.0,59.70149253731344,324282,127.0,10,56.4,4.125,0.0,0.61875,0.0,2.083333333333333,1,170,99,0,1.0625,0.0,0.0,0.0,9.615384615384617,0.0,0.0,13.613718571108091,2.3203572938266412,1,Pass,150,0,1,0,0,1,0,0,0,0,0,0,2,95,20,0,120,0,-32.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,2,95,20,0,120,0,-32.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
-6.0,0.4545454545454545,0.0,59.70149253731344,345357,158.0,11,75.4,17.032967032967033,13.1,9.6875,5.5,5.054945054945055,1,166,1550,55,1.0375,0.0,0.0,3.8461538461538463,29.32692307692308,0.6666666666666666,0.0,5.507570547286101,2.6134805968824097,1,Distinction,167,0,1,0,0,1,0,0,0,0,0,0,2,35,20,0,60,0,-18.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,35,20,0,60,0,-18.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
-9.0,5.083333333333333,0.0,59.70149253731344,346025,160.0,9,79.8,6.105263157894738,6.9,2.9,6.1,2.394736842105264,1,169,464,61,1.05625,0.0,0.0,3.8461538461538463,12.980769230769232,4.0,0.0,5.131601439446884,1.7441631985447634,1,Pass,168,0,1,0,0,1,0,0,0,0,0,0,2,55,20,0,120,0,-75.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,55,20,0,120,0,-75.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
